acc_no,hash,lifecycle,length,gc,train_test
NC_018275,2d8e499f51ad650d53c072c0beaa376b5149d5916fcbded34fec7714387beaae,Temperate,39783,47.651006711409394,0
NC_003288,b103fdd22089485633e2cf1ffe3a7874323cf87c1677d5a4e1f0c45b81ac8468,Temperate,43081,35.43093242960934,0
NC_013694,cdea5c3872d9c7f0e5aa1f02d387571d245b40efc13ed43c62d4d3ea084b006d,Temperate,51376,63.87223606353161,0
NC_001271,d5ff65d6ffe31de0cd7cebab64ac92ebb5dc29d028e848871575f7f610920c9c,Virulent,39600,50.63131313131313,0
NC_048750,122dc76093e817494bdf0a7e6a1162ec834ed4241e57c0a69081cde2c5f8631d,Virulent,61343,51.37342484065012,0
NC_004680,92f864836869cebf30be977f65f3e607fa1eaada86d020f5a7bbde8fcd5b3451,Temperate,59471,61.303828756873095,0
NC_028699,e587e5b9f5f8ac58d7ee6d7664d48323057dfcbd71d555a4724cc472ff055d3c,Temperate,40740,49.91163475699558,0
NC_019455,69f06921b8bb7841b8032105c2a299785a2743e879804c3d3e870fe8e8c1ab01,Temperate,37151,41.87235875211973,0
NC_026589,58eb5c0cc511b4cbda934bbb3ecd068053b14196af69f17453c2d79f98925dc1,Temperate,55832,65.6469408224674,0
NC_006936,20bb595d0e703d1f36f1d214043e45a63ce7bd5948f428fba2335eaee9beb474,Virulent,36674,39.35485630146698,0
NC_048685,14f34e72fc904f127f791a9c70953640980b9b13d8220abb4038a8395bab2017,Virulent,45177,60.09473847311685,0
NC_014461,e54c8b0ba68229a7df6019fe1f44bc4ea2707c6943fa07ca21fdccf85c43059a,Temperate,73453,58.83490122935755,0
NC_005882,775d014e3f1cefe062fbe668bfd5d24f5643fa673c352a2bb588d79179ab9ada,Temperate,36748,62.86056384020899,0
NC_042311,18baa541a30453889dd9e850429679c2100153e1d3210c31755f0429c7ba0cad,Temperate,50864,64.04136520918527,0
MH479926,f7ff14fe2d41b99b286017c2cbc8cb4ab6e07682f40f0e2ec7a01915b14840bf,Virulent,57542,49.94786416878107,0
NC_019927,59d70a84ec09d6b58b2b103e21895d8815db4d0e1fe270d2684127c18d0a2f38,Temperate,47611,51.59311923715108,0
NC_001628,142f9e6ba1aec535f9a7fed67f7e3a1e31b7d6b82a4447d3d705e0437f7a0849,Virulent,3588,54.20847268673356,0
NC_027384,223d9c554a6cba1ae2fcd93e2294e2b3243c94809a7d8dc24eb823976e29d0d9,Temperate,37359,64.2495784148398,0
NC_022053,e634a822126bbb2d1c021b74cc3caf520ddb5019147e65e80df41ce3a09ebcf5,Virulent,70657,55.97746861598992,0
NC_016158,70608464c8f85957ee3edff6d88b22b7a2dc9d5ef330b541cb4216bf82444c87,Temperate,49576,52.45078263675972,0
MK327945,435d0946a8532eb298c711abd19aa8bb40c12dc740bb5ccd1fe1a351c1d693e1,Virulent,168363,35.31951794634213,0
NC_009236,1be29212dc16d64206081540f02949e0385b8a168c736c3bd12c65b30da6223f,Virulent,36690,64.61706186971927,0
NC_023729,886df8719307e3fee43495e0e3a4c720d5ab811dbdff865cfc77d3f36f5aa944,Temperate,43036,66.33051398828887,0
KU160662,5310bd19e068ae7934ec3d0c2b4f67930ba0d2d11a563a364071a22b1040b4a9,Virulent,44259,60.94353690774758,0
NC_007061,599568bfa3f692417a322265961b98d5a321257466a69f770d76d889a71e9867,Temperate,42802,35.374515209569644,0
NC_004777,5cc21ad81a13e2d802cf16b3ae199d2cf8c2294ee2c56afa517878a3b240d54a,Virulent,37555,48.315803488217284,0
NC_001825,12a028ae9c55cc9b39cdadc369852711b83f9918e6c88b6a68d9b398606c46c9,Virulent,19343,38.830584707646175,0
NC_022989,38bb065683b10ba13934d47b079f7b02e767cbff50eb44744d109de9ced3dffc,Virulent,31080,41.602316602316606,0
NC_004589,4342e11fc2ae56bb4fa413e649772511591a3f2521dbd83060c6c40d90e2c814,Temperate,40014,39.713600239916026,0
NC_054935,11099610ed9f35d37c0f4968376a80224cf7eedde34d3ba86ebc1dbd7b3344e1,Virulent,168266,35.36008462791057,0
NC_001835,0dcd8310712574237d966ddef9bd4fa9cbaae5cc0c2b135037d1c708f50ba343,Virulent,28451,34.5119679448877,0
NC_042009,4bfe963babe41494c64bc56a14328d8c2a795b9613d27f08fb1b612954e7a004,Virulent,131086,50.24640312466625,0
NC_000935,8eb2a45d2b4329be993e27f822b3caed4ffd6173eb9df02a9a48ed51ed6a9b33,Temperate,36524,43.88621180593582,0
MN045228,0a0734e5f6766498bb0d96440a4495b07ee62a660839a4890a475da5732ac5f8,Virulent,141712,30.40885740092582,0
MT632020,563a9bed50c7b798727550ea19ad6304d04957a46375b4cf19ed6649a2aad12a,Virulent,43600,49.98853211009175,0
NC_007050,dc0e4d629a518bd0ecf15dbf2725d366a164aa69ed19833b0e374fef373afbed,Temperate,44283,34.58663595510693,0
NC_007051,c536f3bd09b9c0b4dc5009bd5177a99699c373e0bfa5cad52188834ab2a99e2d,Temperate,41318,36.91611404230601,0
NC_048684,5f8bbd5483ab2b04810d41c045944b34934122b99998d47b41aedfa2476ab6e0,Virulent,45221,60.31268658366688,0
MH179479,7045bc1576955635fd344315ee37cefea667672c43fd299f0b87bb9240bb535c,Temperate,47194,56.09187608594313,0
NC_056724,0755a0d315d978da175f29cad9016ce7b04b28557276c6e3be1ba6f635f4b8ad,Temperate,40003,34.97487688423368,0
NC_002730,3e43da10aa2981fae3f7ea05cd21de1ce2169f886dff18911966cfd4c9be3f6f,Temperate,38297,46.68773010940805,0
NC_006883,8c3fe6da5cad4faea1132221f468b60d5bf29982b601618468c033a0082d2140,Virulent,252401,35.505802274951364,0
NC_041946,4d4befe5dd5a368dd1ea32cb729d1380427a05735bb56e3331e613d6854075e8,Virulent,44371,61.139032250794436,0
NC_041951,b48865c7e27e43aa3e608c368765769e7d3a2887336f5cb2f2f4988b57015002,Virulent,58159,49.58819787135267,0
MH105080,db57a4e9fa9d5ef25b77a1c2dd2b6bded9486eb75b257b7b9ed3455ab388665a,Virulent,8828,57.045763479836886,0
NC_002668,a8dc32f973a36b084b6e1d1d7490c1affb93ab195787c2913bcfd1fe7c026599,Temperate,36949,35.678908766137106,0
NC_042110,bc0b5e19a15e58e15d7fec4fb4e006cc13d83dc4eef570b0c25e35ebd5a7f52c,Virulent,41934,63.40201268660276,0
NC_023572,88cbe05cb85794994a351dd00e660bb4ac3fa92b7e897e33dc180792063b5129,Temperate,42240,66.02982954545455,0
NC_007065,76c7b6e7882d0907dda9360e88b6a5925d23d742b17192c68a3470b91a982099,Temperate,43440,35.957642725598525,0
NC_004831,225bd432a9b3c842439d0e5f4a8ca4f92567afdffe30fc865db2db55ae5c0289,Virulent,43769,47.22748977586877,0
NC_041944,4cb1219615cafccd5d7d947a72602c3af3da2b79033341c39888ae5745d10f28,Virulent,43374,60.69073638585328,0
MF668285,48d35253f692aae0e90c2d1d10b9331bb9c883a63b628de5747089042e59fe46,Virulent,43950,61.858930602957905,0
MH513982,0d72d69e9bf75efa791db568afa9637a15ea62802453a6fff9bf3c72d49e0bf6,Virulent,40306,61.792288989232375,0
NC_006882,5db78511685bfee2fec598e4ea580a420d2f3d13e9bda91666940f4c4f4eabc6,Temperate,45176,38.82371170533026,0
NC_047965,41fe40c52a06560d51f20c60e4ecf123c37685475fd5cc866716310b661d8c14,Virulent,40822,55.805693008671795,0
NC_028700,c65b82fc48513f2e74ce51f2cecb194489cbcebc928f78cb36cd03aa935bf6bf,Temperate,37976,38.105645670950075,0
NC_007058,e7c2d6ed4e11d2e651b87ac7c188525136ac1dcd79700444d29b3aadebfa0313,Temperate,43155,35.059668636310974,0
NC_047806,0dfc2c2fa5556a0138851a1454b9c27c3288527a7167d12e4f444def506733df,Virulent,44018,45.03612158662365,0
NC_001338,68d4b30549f2dd7d53a8077d0e1ee8dd7c086cded1a030a1cfad3eae54d8ca61,Temperate,15465,39.69608794051083,0
NC_003324,3cf25cb56bff9e784099cd1cbb9220bb725e2fa4b2253931e554436e03819e78,Temperate,57416,61.486345269611256,0
NC_005360,d24fc1b6307aad0c6b5a272ec2630e156a8c5e4112dc13e2de1ea7c6f7eca966,Temperate,16473,37.53414678564924,0
NC_041947,4f431caaf832b4e4f74f5336094032bf1c9b877d5714991396aea6cffe26112e,Virulent,60005,64.7879343388051,0
MK279872,074d461b1e7d5ff178799e386d0e178dc5cdbb2621744d6fd55d79944aad4cae,Virulent,43274,60.76859083976522,0
NC_019910,1004c6a1ae4c3cbe779bc70830df00ebe5200a29a32fe39a2e269a09fac24378,Virulent,159624,50.15411216358442,0
MK112528,e1e73a99a5a521893472ab36db358840e545d8b24f4255aed02a80e699b205dd,Virulent,43934,60.95734510857195,0
NC_020477,35b16d6c2cf24db1d784eda941b5429b6397e76f302ee07741ac916e358eaf7f,Virulent,49458,42.20752962109265,0
MG198781,dd2a6b6d4d5e4ee7c37979c20a2a3beeeb98355c7d554ad8239e1fb1a5a768a7,Virulent,43812,60.91710033780699,0
NC_005857,7fe7246e4079296ecf699f43484800c11b539decaaf4d29c114cab08cd62dd8f,Temperate,51601,51.485436328753316,0
NC_013055,0e454f36183313b0538f8eff8190af2b17475e0e22627abef7fa4bc08fafa3e2,Temperate,39896,60.6802686986164,0
NC_042012,3cb5ae6e33a5d6c4f1c6251752c7244b241115362b4cb4624d04972853e1c49b,Virulent,133710,49.92446339092065,0
NC_007734,a2d988fe5657299b3bfc9dd5bdd8a924415af75e92e2b455191ba597cac84c4d,Temperate,40867,35.258276849291605,0
NC_005045,b6e50252dc11d7906bb00bc9647b99f3f18e47fceb52aedb66b32b5c450292e0,Virulent,42519,62.296855523413065,0
NC_007064,bcd4ce8c3af95a25a23bcdbc935c088d41c8bcdb1dc01d9e5fc93666f842d042,Temperate,42431,35.721524357191676,0
NC_006820,21edb6ff1817619d7e116e042cb3f79f60936b1c22dd91d7260a189d3fbff6ca,Virulent,196280,37.8204605665376,0
NC_002667,38feef9ab37cced4af89c9e7fa8e88362ff36456ff750aa280c42aa912bc701b,Temperate,41834,35.32294306066836,0
NC_004586,d35ea7014ebaf64d5248eb02d81bc00909961f3418bb8a50a6d2e9d5724a0a38,Temperate,34419,38.025509166448764,0
MK448231,bd43f8c298b102c4f90e492cb9f7b8a148aeb1540d1fcb476dcef37ee16f3c98,Temperate,48131,52.6022729633708,0
NC_042000,595ee4cf7b1701a17c779d8c16c7703d34ff6fa35dfcb9efc34ce9f6b4f37728,Virulent,70707,61.701104558247415,0
NC_002747,136b2a9adea63534ef64c9491faabc2ff3af88df7e74412bf4a3bfca92535e8d,Temperate,37667,35.378447978336474,0
NC_005887,2ff4b84f4ddc7c1ac922e2c9f8a07a8afc819c14c96ba9333ac114e8a3327b43,Temperate,42415,65.19391724625721,0
NC_003309,39a9cfc88270d73a1fd79f96c167aef4822b7017627d0de364a7fd4665b417e3,Temperate,53373,61.19198845858393,0
NC_047769,d42955986f11acbf4484f0cb334afa85107a5370f64323a3be3247ccb532a527,Virulent,44559,45.17605870867838,0
NC_008206,84467f7dccc491e2c356c38149edf8bce4feb6e295bae9ab26a25cad9f6dbf82,Virulent,78296,56.85220190048023,0
NC_047997,6621a9d2a665cba92920ff0890fc86e00dd128d8ad0e9663995ea5be23a3ccd0,Virulent,40914,55.81463557706409,0
KX621005,f31308102d35870f941df2483a657efab97f057000f8d072339ffba1c4f58fb0,Virulent,43607,60.9626894764602,0
NC_016767,2a59e24e5a8e509ce8f863b77dc59beb8947c166b910cba3a0798e8723e7f81a,Temperate,60714,62.77958955100965,0
NC_011291,44ca2278c140427cefe495dae4c09afc0d5054c75ac6a7b63b290d7fd8302ff2,Temperate,47057,66.7722124232314,0
NC_042077,583f28d2657f0eda4705e708677ed6ba3c0a3710ba013be2fb27167347234a46,Virulent,166002,35.45077770147348,0
NC_011043,d5fe4402dbb1b27fa83051314ba110218997cc35930fcb5efd547a5bb6cb1f0e,Virulent,41181,53.247857021441924,0
MF189173,b725d165e747317107c1b6151877f4b7d3a302fd8179b2c92932192084c1cacb,Virulent,58208,45.12609950522265,0
NC_003050,3730a9a1c8453d512ff84cfb670836d750271f9b49b76bc25ba47f770a6b9a57,Temperate,40248,38.41184655138144,0
NC_041984,1c449386dbc9e759e9c7fee5fcc285252869febed33a2ee6d7e97f0101d2d3cb,Temperate,50332,60.665183183660496,0
NC_011611,e47bfaeb859e4354b71da680b953f7fdb120543000516c4084af987af5219768,Temperate,36885,64.51403009353396,0
FAG39A,5d8c58a7b01f34bb0ecceb11fc970a749a2297315265de8b3d4f12f997a078da,Virulent,161485,31.031984394835433,0
NC_011534,7cc356aec636854dc1a499a81538be07ad07b52c6487cbcc7248313d68fa5fe6,Virulent,39472,48.642075395216864,0
NC_005284,a740788519a352f9e9e41256ad9539625282b52da53a066b2e15752c7921d3ff,Temperate,54865,60.68349585345849,0
NC_048696,da4b001888d3c71273fbb9b33bb251d348fc820d730f87b0b11ad4e160039386,Virulent,68869,49.08013765264488,0
NC_055019,ad4e67d6f88e585fe6678772b03156933043ac8a42cf6d31ef361bd3425e3a4a,Temperate,42565,35.90038764242922,0
NC_014635,73ac453efbf2454960fd73ef4a4f7b755ca65e6b9bbb3e69d92eb52d1bd9a074,Virulent,163875,41.29733028222731,0
NC_029098,04b250694d2305ce3e4a1f6defe0516c71809f29dfda834529b6bebef37aab5c,Virulent,133531,49.49712051883083,0
NC_021857,ad33cc904c41e0660462e84c1900e18ea45d9782e632f13e99f7950af3b78589,Temperate,41475,49.17420132610006,0
NC_007045,04b538f6e88eb8fa345fb233c5e9f6953347a345a14be3ac1e3891b08ea4534f,Temperate,15603,31.41703518554124,0
NC_004584,1e479418adf5b65ae8b7b0a450e28dae15ac5a81f78b23fd616ec268be695e59,Temperate,39538,37.80160857908847,0
NC_002670,f4afeeb955ba204a10390d20b0ee76e707bac4c1a5f9a56d53382553455bcda1,Temperate,14510,34.23845623707788,0
NC_005344,03ec66beca60e8b6e16ea2cdd79f2b4530850a8fb8acaa3310a3b8f34687203e,Temperate,39043,47.46817611351587,0
NC_004688,251ebec377cf5649c862029d3bb20e8a061cd9ad132855f57d6daafbb0fa6055,Temperate,110865,61.37464483831687,0
NC_047919,3d574a486890fc446f713abf256124ad53083977d843cc928ff6f1670b36a1b1,Virulent,17603,28.95529171164006,0
NC_004629,4e98c70a52be11caa922f41b3b2f923c1cc0ee060f4aa194a3d07431b09ac7cc,Virulent,280334,36.833206104147195,0
NC_005345,ffe2b19666c8e02f270f653adb2ab8cc951c7007b787102a1af81ff29248c78b,Temperate,49220,71.13774888256806,0
NC_005964,b7405fb3c2b3a97dfa2a72a9138411b5bc4951aa943de54742794ded6ede94e1,Temperate,18855,24.82630601962344,0
NC_029120,2963aa5c8521fcae2d96016631e1928b6dcf750b02efaca776fb6cee3220ece0,Temperate,60875,49.1170431211499,0
NC_042340,977f9b884b7ed2a5a87554971b7d4e4842028006674df7669e5c79a29b248a4e,Temperate,50645,65.13772336854576,0
NC_009235,648839dcc544d2e48d0e3b794fa8e4b0911eb4a6fd2a4975dd91c7a5ba74604f,Temperate,48674,60.44911040802071,0
NC_048722,c14cfbb7232e53a56c60b6a182b73d23b11f544fcfb45b9939b007c2c003f602,Virulent,133007,47.730570571473685,0
NC_007817,388152756d49626c5cd0edf3e5d23c85bf0c8a3416ae286e948928b03bf5a9fb,Virulent,5486,45.752825373678455,0
NC_001317,eee844809484cf8b97a0b75a437ac0e7c5cd38222c6e611477ffbc6c44bb493f,Temperate,30624,53.085815047021946,0
MH179471,54a0564314b2c6c41b1f387efd3cef145d924e14fd5fca23429572f928c5c234,Temperate,48335,55.85807385952209,0
MH450120,6b63ea27a9838298e6431abd1c1d7850afbbaa94d52eb107e2b90c7b43e21106,Virulent,57847,45.39388386606047,0
NC_001706,c98c0b11e3a89414c6e69f8a6f28da0e60b200ac0b452cac6ce3a6b0408ca2eb,Virulent,22172,36.30705394190871,0
NC_031230,25f2476da3a65d93ecf87c6b2a91442396182f022336dff6cfc149575d89b619,Temperate,98136,59.748716067498165,0
NC_048686,5f6f5eb7c52ac4931ca7a7bf747efebc350e650f084185b860becb0e93172b82,Virulent,46094,59.6324901288671,0
NC_027353,26966fb53812cf3b1be2502d92810f844724971c89a38ab5c34f02fdd9f3ff66,Virulent,167063,35.45728258201996,0
NC_001604,00ce104454ea06f9b47d6fba8e62499bfbff7e84bc17141665b96a80588a81fd,Virulent,39937,48.39872799659464,0
NC_041983,9c50f7e30717a28367446b8aa6a6dbefac63a4ec23db96a22f97f549014a8c33,Temperate,53278,63.14426217200345,0
NC_021308,51584f9b48dee7e492a52780f4f90232ab3f277d83e408a10400660e1efd4945,Temperate,52617,62.839006404774125,0
NC_004617,80f4b6bf3dac6ac7abfdcdbbb58af0316e95788173d3b1dbf059b07a7fa829e4,Temperate,42722,33.47221572023782,0
NC_048723,bb23fbb697355d733c95855cb71c8ab1512eb69b2f6c61629cfaf2b4c32f174b,Virulent,133195,49.04988926010736,0
NC_011802,406c2a8877c73c7b4a6b116e04264bb897f19fa5fbee6555c23a392659706472,Temperate,41941,46.985050427982166,0
NC_008717,33a47a2002a65635957aafe12f9e5326ad486e01a884aac368b50e55a9c2659c,Temperate,36415,64.26472607441988,0
NC_004615,2b81fb3b8953ee9ee754feacd9be2907916a72f088cf9f10332da71d08dbe1e5,Temperate,43604,34.49683515273828,0
NC_002666,7649004b7b884f09630ee0808efc06a796c966ede6dfa59f6e17e067ec57c66f,Temperate,35538,35.18768642016996,0
NC_005822,86e7a38683ff09a68f653299e7e46872dafa2e3ff85e10832cc4ca4ee9e055ca,Temperate,32172,35.50913838120105,0
NC_006552,66e5675d4371c779719c0ffd92c84316298a09312161465b69db54a6c012c041,Temperate,65195,63.172022394355395,0
NC_005083,63de0f13d7ae0d3b943b3da73c9b3df40a9108a3e378c3f017ffef4c6ba68a36,Virulent,244834,42.599475563034545,0
MH834597,4685b46cd135ab8a1f7914cb5b95a25ce052a40d6909b9b125c91badd1262301,Virulent,14927,58.03577410062303,0
NC_019513,ad38d97b3af4300abd3d7930128404e2ad8801ab9c70389c7d12a6f40485c655,Temperate,45552,33.41455918510713,0
NC_018279,4385dcc171bc1307c7624d49a16df3df8e4520e3b56146bffa9a05025b4a8b5d,Temperate,49116,48.73768222167929,0
MK809530,dfc5d6e1d80e737e53ba54cc6528114eb62e893433ab677704cef928940edcfe,Virulent,112311,39.94354960778553,0
NC_013599,97b1d3c0988785974a7abb4024325ca768d5b937c3ce196111a5c5e820daa09b,Temperate,36674,56.7568304520914,0
NC_009820,d9779d5d1e97e64431499741d6372e7b165422c8258e3b31bfd8958b69e5bb7d,Temperate,58692,61.73924896067607,0
NC_041992,b419785a725e20375706a0686f6850ef0ee4d33a6b8cd3bb0e91bb7f9c1d5bec,Virulent,42633,49.79710552858115,0
NC_015295,2af67f42bb0cafdd825a8f8b1104c5f189206f46da6a502adc6df9f5c009200b,Temperate,47279,47.32968125383363,0
NC_017974,0d585169779c6b2e855a35a0dec9dd65fad60dcc49145fa4b33b7894ad11f5a8,Virulent,149273,50.94759266578685,0
NC_048730,3e2f813d337f1e9ce255d1a85efa7a5a22732e9ad619911f0cd397e55b7d67e1,Virulent,131250,49.30057142857143,0
NC_004333,ccf61059f836eaec74904b92ccd4d5edbb0c29261caee1f27fa1c1c1461fc4ed,Virulent,48247,63.33036250958609,0
MF140432,f675aa201f8638bd44fcc7d497f639e62f854956048dca6fcfcec865535982b2,Virulent,58238,49.821422438957384,0
NC_019932,b9f161430292344e5cb4d06e9a1110bc1b045201bd475808ad452f94321b51ee,Temperate,29564,55.81112163442024,0
MK962755,697a40bb61078aa8bb595b49eb2aee821e05dc9654cb1825d25bfdbfa8890a40,Virulent,167852,35.47768272049186,0
NC_030942,7d2efdd77c97e1c0e791bc713c4c80ac330dd159153623cddd68adad90dd4948,Temperate,55524,64.99891938621137,0
NC_023735,2c4e0f1b05973df068c6a8189377536e7c62006c244d06bd51400eb1be9c7aa6,Virulent,76797,53.41094053153118,0
NC_007063,8c967d7f37b61217cbe33feb3458a8b948a963efe54d0cb1c74e44cfd131c6a6,Temperate,43231,35.46991742036964,0
NC_002486,92cd475d75d1a9441f5f215dcb1b99680ac90e1176f169f5765fa58ee54619db,Temperate,45636,33.47576474712946,0
NC_003298,a53b31f426a5bf450257f4f1a5dc5ee625f70c8df85204eed8e0033e6fe0d338,Virulent,38208,49.90054438860972,0
NC_002519,1767f6157a6f8b072c57c31073f2d004d1b48a161335b9c6a13e2499ba9a4b71,Virulent,39898,46.16020853175598,0
NC_029119,7bd866329e8c103d28a0dcd117a187d34807ee2c0ffb2c85e298f55b82c5666f,Temperate,127726,30.534112083679126,0
NC_024135,a9d947284c9b67c399c31d85359d952fa1cc53306bd8f4667d9f097e1f8c9085,Temperate,42392,66.19881109643329,0
NC_007819,ae545b2ddf93396224e13277da8c102172b1e1a230a73343f909f7dcf2814a88,Virulent,6071,45.03376708944161,0
NC_009821,307e8460a3b7b3f62c65d4e7324209520ddb34dfd32b00f25c858b3004d45fb5,Virulent,164270,40.49917818226091,0
NC_010325,75d96a84ef14a065b559484b3128c55110bf22fb60913a27b0ba59f0c3d5bae9,Virulent,45625,52.24767123287671,0
MH179474,97c703693c529125b2fa4592a6616b906e9217f18e328767aab7e93774bc69b4,Virulent,43755,57.1957490572506,0
NC_054429,3f13e86d133e57f2502b4f2f1a029a6bf1ac6650a46bbdb834383912c61c13a1,Virulent,43940,61.18115612198452,0
NC_019539,8369e6c7dcabd7bae186a61e59c9bc60fee29ac9d5b21133c9ec6bd60e1b0f94,Virulent,42391,49.78887027906867,0
NC_042333,0cab7b519ab2d75386ccda6d94cf0ed935152f69473f5493f212016870cd968c,Temperate,50965,60.85745119199451,0
NC_005356,8fdf8dd51d260bfa1dfa44b927c36c7bff1ab05f1a81ca0afbca17b065a5e3fb,Temperate,41708,33.53313512995109,0
NC_008195,52000ffb4634d6091e717faf1a90a09f302d92c8849f9b2cd267190360fe1dd5,Virulent,70654,69.10578311206726,0
NC_054424,2f8971a5e4bd9aaf09eaf388b5bf599e7ec7a4e54e86825ec6337bd02a7c5d1d,Virulent,43496,61.08147875666728,0
NC_024369,748c0897a390cfa50dbba0d1419c5cda4ff70763568d815a37fc5439c021dfb3,Temperate,41569,46.06798335297938,0
NC_004086,62ad3913b28d70fe9074bdd4b9d77a0cf762c89c550e76c1dbe77f35d4173e37,Virulent,35450,25.198871650211565,0
NC_006949,00d04b2277a3b22df3aafe8dfa021c33ff5a1cb56eceb93e73c4c08e525ac012,Temperate,46900,48.59275053304904,0
NC_013059,e60b5e98694e3952da9f091051f03b2e1f87c6fa7654e8dbf08d5bbee9098038,Temperate,40975,47.402074435631484,0
NC_004167,d953efd559163ea45fed1758c2c8fa5c5f0d9270dbeb5c56f3491497450e326e,Temperate,39325,42.69040050858233,0
NC_030930,40a8c214ab5ce30ae0f0f48e7fa38023cf14e334c32e7393d037559ae00bc5cc,Temperate,46570,67.1118745973803,0
NC_003356,147689e40045324cceb9e8b09f3f71c1e028264103b1fc12b0b2623b0443353e,Temperate,42575,49.35055783910746,0
NC_004821,d3fd83559b253522f7a80df6ae97dbea0f1ab460def108fbd3b29944bb0e250b,Temperate,38472,34.723955084217096,0
NC_009237,529f06eb871eb71965876b79468aed2b6f5937c2714ba5a34602a3dd00ee1cf6,Temperate,37446,63.05079314212466,0
NC_041910,4e617793ec01bc0d3dca8f97d525ad7717745222a5fd26a1384640efca6194e0,Virulent,76350,48.77668631303209,0
NC_023503,40eaacb7d11a93b4c38a1e925ae74a3ce155e5eca369b7feef5b115e684e382a,Temperate,48800,39.97540983606557,0
NC_004166,52670b6a60440a1ed0d12438d32ceda9d7b383f5166e522d18884d8cf9270204,Virulent,44010,43.71506475800955,0
NC_004664,9ff6b3faef083aad855d15d03e07e396059547c1cf38a9709d3f1e2080a65808,Temperate,41831,62.76445698166432,0
NC_019403,fc8a3aaf423373151fdf59c7b197a5ca24712657484082f3c73acfbe8a999ab7,Virulent,43731,45.28137934188562,0
NC_005833,a629bd6864dac90d022cd586027bf78b75866b5167c8e9d439af422f52decbc7,Virulent,48836,45.55246129904169,0
NC_005891,3f4d86c015c6b0da24ce1b3d66c0c115246bc8983e5dbd286a97ef6213d5834a,Virulent,39786,50.48509525963907,0
KM607001,f1f4a29ca51d820251aeeb475671381a6db99ca41f799bef346010ec44eada27,Virulent,166007,35.334654562759404,0
NC_002669,eab22f2e6fd46ad182bd7940a13e490389410fc95e4f6aa3f4f19470f44dfddd,Temperate,14957,35.87617837801698,0
NC_001609,3f6fa10963a04e901708aa875c31fa472f37ef7b59520cbefd2bb8decbaad299,Temperate,11624,49.526841018582246,0
KT355473,f553afc5a07755b0d380dd640f5f456f25727776aa538db03017714af738a21b,Virulent,15556,60.111853947030085,0
NC_047854,be3bfa4e564b67a0150923871f9fb90e53da3d970806706015ccc063929b0698,Temperate,28765,55.16773857118025,0
NC_005260,bfc61f58d13aa8d3e31974b6decd6d85b247402cfa7abadf363c8d25a2564bc6,Virulent,233234,42.77892588559129,0
NC_011613,deee1e37b51484b05f72826320b875960fbc822f5c18adf5b7115b37405c1704,Temperate,36632,64.32900196549465,0
NC_004588,3417f9d96fbd9fa19a6c168de966dd320dcfd5bb6f16790584a23d5e95e2234e,Temperate,38206,38.083023608857246,0
NC_042039,1998d954a1f697586e7b2ec15f9b0f182103a7ef6d4057f46117946163883fee,Virulent,166283,35.508741122062986,0
NC_004305,b90934db90a8626a44dca52cf0a7c5b9493afebea489a7fd32ddc3d3690d53f5,Temperate,42259,43.06064980240895,0
MH153807,078b66c6667ba23db3ca3f82643f993b0b4618579e9d978a771c586fb4892e05,Virulent,133006,41.44173947039983,0
MK972695,0e0fd30c8d6121655a0f478097dfff9f52a78fcbf6812a5b9b755476b53df761,Temperate,40139,46.82976656119983,0
NC_042118,db89f8b4878bdcbbccd88a5b8474048ca110b9cd047a16a9641297da81c11c1c,Virulent,39403,64.1727787224323,0
NC_010583,3b0ced1aed8e91ba5b6e4a46b783addd4eeb75544f311de371dec7c35b1a0d7b,Virulent,111382,39.90052252608141,0
NC_016653,f2465a45b72c91c4bad49cef8443334f3d312ce3e2c9f4db20957723b2664931,Temperate,46586,58.571244579916716,0
NC_012741,c355e736f0dcb6fe1ea1194917d81c55a1982f13fad225c44cd7dcf5ea49c9ad,Virulent,171451,39.51508011035223,0
NC_004087,ef5d29aa20021cd56fbdd8c34fc5f8c1c756074202c3d675c2883fa99fe1c211,Virulent,32308,25.269283149684288,0
MK373792,b8bbf4449d7ef3216deb01684fde5a7061ca88b14110e158e92b74872a091963,Virulent,124537,38.605394380786436,0
NC_042033,756c7fc01ada3ee1bc0004db2425b8c82cc6a6ada88e4813afd25ae015be559e,Virulent,71547,55.998155058912324,0
NC_005294,63a206f0f6312195add2cebbcf62c641ed52168d7e384f2629de2e1ffd637cc2,Temperate,42935,39.64131827180622,0
NC_023739,dc10d404778b44a651c65471bb3ffc3b2f238d39ca38511741615742d5e48cbc,Temperate,51821,63.43567279674264,0
MK620901,c81819f61bcdd8f11c95b96e243b5bc07cefccb16b8685a01abd8c644a3ae58d,Virulent,39191,64.39488658110281,1
NC_007824,7391fb69e6ce2db3c0fcb83575bea9e244f11d8a4f175049c5f9251ae4de49cc,Virulent,6051,44.93472153363081,1
NC_007049,2f245120df69dc3f8761e727ebb3ade02995c082ce38894333ed6c669e311030,Temperate,43883,34.07697741722307,1
NC_004996,9e8e60daf64c1f92b2d1411425254d7f6ff645a1eeffd9d8599845dd7d122b76,Temperate,34692,39.15023636573273,1
NC_031103,37d4e641514906cd857d3246083dc9cd58d72981bd7e3d7a85315419e7bc429e,Virulent,165772,35.537364573028015,1
