acc_no,hash,lifecycle,length,gc,train_testdf_train_onhold
KT264831,6a43da6e75a9317159620eed4bbd3158e286e3998ab9ec1f587310d2b2080991,Non-chronic,4880,36.00409836065574,0
MH572283,831ea93052cf84d25becb0b6b33bc18e6889fc8ea4f96319045ffe14e03497ff,Non-chronic,4316,41.195551436515295,0
MK448372,0c0b3251a20344d0be7047ae5e7a067a265cf108e3f601e7de192224cdec9c8c,Non-chronic,9602,35.51343470110394,0
,7405d9e17a6de69edaf642d2611c736b2a05f9670e64fd8f6d1a60025a7da903,Chronic,4437,41.672301104349785,0
,a6b62be4d3abaed97358eff7e288e3e28453ccb31bd383772ef41b725c7a61bb,Chronic,7609,38.44131949007754,0
MK765647,d9301215561513858d361beb654a3e2d28ad7734d3c60598e460b19e9b1345e2,Non-chronic,5820,42.628865979381445,0
CP004084,b55b9684770379b99af6e51ce74b7da8fd5a2ce92a8c6407e59b2830c079899d,Non-chronic,5386,44.70850352766431,0
NC_012092,f52300c51abdea0d26df9376784a438b2d5cf96f0b1cfe10484c9d6319aa1261,Non-chronic,3606,53.93788130892956,0
KT264781,499ae4340a080106f79307e667c70c7099b969ca2b6ad640181dfca55791caab,Non-chronic,4268,40.55763823805061,0
MK448640,3c2500e9afbf0d3570f523e8b19c7c7b302f7fae2513e634e937bf408cacb705,Non-chronic,11927,38.53441770772198,0
MH572431,da0602e22f1b0c77ddd7b1ac7f10afc85a3e07ababbee31bf5551a093a39e98c,Non-chronic,4337,41.73391745446161,0
MH572319,fbad90644363e216310fd31fbe2772da810c975eeb28b7a23ccd9bc75c39863a,Non-chronic,4285,49.52158693115519,0
MH572350,0d40c72cf985ca498fb51743c93ed75c62e80581b6c7ec90fa6f533f5390e392,Non-chronic,4466,53.8513210927004,0
MK448989,99898844af0525e6094879c650251a49c45b3250ef71128732b5821c0d9b0c3d,Non-chronic,20214,43.484713564856044,0
,1b72ee4c033dec4db46be7e72ef8727666e7539d493552c3bad74ef6de3ca6b1,Chronic,4490,36.25835189309577,0
NC_055008,81e6e81d596d0df67ea1eb75104ddec68471bc09757d088f9d21fe0c6f83c822,Non-chronic,21749,36.26373626373626,0
MK448647,992dc0c1e6d80ddbc3727c19f29940450750259e900f47bbc0a3d7f8ed9519f2,Non-chronic,18086,37.71425411920823,0
MK496734,71dd50511e53ce7d9d12329fbac59d69eeb1810d32c492d83b8a8a158f78f104,Non-chronic,4979,31.914038963647318,0
MK249219,753ca4d2af7c1556ac7309d37f270fa036f4575e402f8307f7be5c7095825d08,Non-chronic,4445,45.28683914510686,0
MK448534,054cdc78b7fa31874958a841cfb8df5704a6ee5ee17e700314d878b3a266c0c5,Non-chronic,9720,40.03086419753087,0
MK448350,00b2893791f156b5903205684cfb615b34f03cdf228ab7f9eaa036da37b763a6,Non-chronic,14876,36.239580532401185,0
NC_027640,4d46f9b967026d204bd856401021467a90d65358685f47729e7ee18cec61e9f6,Non-chronic,4949,42.796524550414226,0
KF044309,c5c88c630a78edaf6d9cc2349bbb4f89029ecb63f9c18f9df0fdae2571c784fd,Non-chronic,5486,45.588771418155304,0
MK765630,2b9cd7808db5a94a6f364a9620c96d0fc85196d3746a9147df878cc727be0fff,Non-chronic,6096,63.09055118110236,0
MH779524,7ea2b14d9075d5c137fb547d8c5569dd9baab1986f4a4b10098abc3681cc2d91,Non-chronic,21907,35.99762632948373,0
,ff89806588432141a6a3de3f035d5836a75cdcceaae0d6dfe774be93779df159,Chronic,7449,35.21278023895825,0
MK249216,e9a45483fdd0f47c706b9ba38bae36b8a0e370702ad0f4c51e0b2e0c551252ae,Non-chronic,4459,44.5391343350527,0
MH572426,700599df54cdab6612bd0f7b3b9b9f6b05f4b97b81d087133c86e0444d3be1d9,Non-chronic,4452,34.99550763701707,0
MH572422,63ddc612d846ad2e12bb4e0405706d752456d9850f3e89a3451b6f0f86bac574,Non-chronic,4642,39.96122361051271,0
KX610765,4efb2fdbfdc1ffaed3d82188f522c9fab30c0e9a0dabcf61647be3490c494e95,Non-chronic,15556,60.09899717150939,0
AF299307,2e1102e86c9ba36e5ff258567ac76c655bdf83df1ccb9503e72eaeff72fcbdb4,Non-chronic,5341,44.76689758472196,0
MK765601,b7349120ed19788fe6633ac85b04bfe8d7f31ec592b204ab3ff57c4315d1650c,Non-chronic,5403,37.6642605959652,0
KT264801,1330ea2fc7b5281f387cc87c44be9190646f90f2097fa6f5a8ee25aa560aabb6,Non-chronic,5564,50.48526240115025,0
HM775308,a15f5bf35f210227cbe91a14cebd69e8481b7314528584a3fa7715d3fd62c9e4,Non-chronic,5386,44.55997029335314,0
,e90c2fe2102a78a5421332af3ed16d000a63dea1219b8b438efffd2dcf043aa8,Chronic,5246,23.98017537171178,0
MH572510,d38fcfe636572a0919f6d4b5e75abee0e8198b28d82cc08ea0b2a705eaa1d26b,Non-chronic,4126,52.49636451769268,0
EF108464,f273d8af981752969a11746493c606c71215423d093e59741e394ba9f083cdd2,Non-chronic,3569,51.91930512748669,0
MK448627,76b3f242955e5ca0eb7a8c73c7ce8bb2fe615bde48c0c64f1de84b19bbc6c7f9,Non-chronic,15185,38.52486005926902,0
,2b21fdf9253f1a2d635314d8b58c7685b76b9890d2ee46498e87f52315bfd7c4,Chronic,4324,35.91581868640148,0
MH572461,4ad9c5d2a583192bbea215ce404883244e4f6498817378eeeb97556aecc490d2,Non-chronic,4305,39.79094076655052,0
MN988478,303bdcbc6eb3d4d1f0c16e213d162137b950cbb15cb45786bb49aba1ac110811,Non-chronic,6037,58.48931588537353,0
,6d049ea93821eada2f1e05465e7c9f761ae3482780ccd181fca2c764855bc4e4,Chronic,5333,40.07125445340334,0
NC_047837,bc102ed765805c7536fe83a098c5f797916232158a32319dec8b71e9c35e0377,Non-chronic,9174,34.1835622411162,0
MN862335,ee300ffa59a9a4183886aaa794401cde0d794d4bad607e36d6bdbe872b2788e4,Non-chronic,4398,49.613460663938156,0
AF176030,09ae47081a01c9f6bf67c767a9d2f1de799ea5bbbd500504f0b8963c98d068c5,Non-chronic,5359,44.52323194625863,0
MK765648,a19224d042e4d9d26315cd539ec7bccb3de35b305d4fd65224fba324e763bd6c,Non-chronic,5781,41.75748140460128,0
MK765572,45b1e94543e303526ff6d4f6f101791c1ad4cfb07fbb4b46b647329e32b653f1,Non-chronic,4851,39.27025355596784,0
AF274751,5e90e98f6cb05dc7db53423900b3ff8aab1fc1ea41fbd5b486233a48833dce3b,Non-chronic,5386,44.318603787597475,0
NC_040329,2941f1f12cb7d3adeced07ea9cdc300045df302cf4c72352152fa03cd2a656d2,Non-chronic,5312,49.81174698795181,0
MH572482,428d2b3f9d7aa7bf0aa8c6e7f20499b3d898493917674df3c7f69e823c58a450,Non-chronic,4272,50.44475655430712,0
,0cdb535b0e3686e4e14eb9df3e84526389c8237edb69cca14ee60097996ab2b7,Chronic,6116,43.459777632439504,0
EF380028,8a4f05e3dd2a25b7c462a2e804fa3d5d3d6a3701a3530b48c5f9e614519bc634,Non-chronic,5386,44.04010397326402,0
MH319723,8f657f99b887a7f7e91ef099982b6648cb4561e348fb929e7b94cf5cb9c44dd9,Non-chronic,13629,38.64553525570475,0
MK448546,216e33caa30425e763aa502aa4512e584bcb4480dfa52d2566660e7189517a0d,Non-chronic,10757,39.95537789346472,0
LT993224,4b806aa1a6a5cf8416d8c115b77a213c0209a067c29d1efaee2ef4b5f316092c,Non-chronic,21235,35.813515422651285,0
MT006239,9fd7649411af90e3d6027b6cfefda4cbf8738eddfd960bf25ce4b998a0b911e8,Non-chronic,18689,48.729198994060674,0
MK765640,2cfa6d1ada5dc53878a56e3b9ccaaae9e0b5e4924fa2fbcc1772b2293233a840,Non-chronic,4392,37.68214936247723,0
MH572498,2db6aa07996f8b8d1042f67700b8883851aeb83f6c450cd8442d4a14f0cc6496,Non-chronic,4367,36.59262651705976,0
MN379637,8feac241f0b96056aa3af6f19e65d5b68f858ef408ed4967919948f49a036979,Non-chronic,6385,39.56147220046985,0
MK249146,54074a10487fed512266455c39e99c4fdc7d436cee71499039d2bdb64d888a09,Non-chronic,4498,35.70475767007559,0
MK448358,a56700dcdb7b35af364b1dd1b71b2a5898bb359e578643a73d746fbaccd62090,Non-chronic,10114,34.862566739173424,0
MH572464,cb352cc3ff4534b07afe2e68665c745051a2af4afde4d024d99f78c74dd87956,Non-chronic,4278,36.535764375876575,0
MK878899,fdd20eacd1dff067e6738e7b88dd5ce2e9092673df908e5ef31b1c2c72540525,Non-chronic,17395,68.65191146881288,0
MK496717,ededc7a4f29922c1b510c2b7f6a0a3a5de99c3fb477f2a22323d3f17906098c6,Non-chronic,5267,36.4344028858933,0
MK448421,b8c44b52bc0546e33dcb51bd7053e3901fa58facd17e678bbc5871982065649d,Non-chronic,8688,33.598066298342545,0
MK249233,42064d4554a09ffe78ff408ac8825abddc498e5bc86df886e94d22b709f2a1bf,Non-chronic,4170,55.0599520383693,0
,f1aa0218abb21019436a1b22e405be4590a76b36f6e64665deddfb172f2ba9c6,Chronic,4243,40.79660617487627,0
MK448663,017425ed8f5054e28ad1477754faa6de49bd82d80cba7cd0afc7a87b84ab1055,Non-chronic,11391,36.69563690632956,0
MT498067,0f28759c9f4a17c4528b02cfbe7f2dad5992a948123bbb593a6b348a0639c6f4,Non-chronic,17143,68.81525987283439,0
NC_007824,7391fb69e6ce2db3c0fcb83575bea9e244f11d8a4f175049c5f9251ae4de49cc,Non-chronic,6051,44.93472153363081,0
MK496749,430dee512cd9c15f351ac6dfe2dbdebd5b11461be879dd8fecde48d2f0474a95,Non-chronic,4610,47.093275488069416,0
NC_054996,c29447fecc366098acb4df4db832f10b619fa6105a2d9722e3e4bd211d9bf1d1,Non-chronic,21980,35.982711555959966,0
MG883722,3a80a972406f7971e1c1a945c8509033d69f12f7ad0ce160addd33d67c769a34,Non-chronic,5003,37.7773335998401,0
MK448542,e925758feff73731f234d8bf07b641ffdf55e543fcc476307b29f314f4a5f6b9,Non-chronic,8750,40.89142857142857,0
KR093638,ea31d0831206ab340722fb1a0389661bdb8d11eceacc36e239d025321b94d8c1,Non-chronic,17422,43.39341063023763,0
MK765650,b8363b961c1854548761c9f5e3ab7cd72987f707ae116a57ae489fa02aff2b2a,Non-chronic,6243,37.43392599711677,0
MK448523,440bca13b570b63dd44f3ae8dc185b89e93b0e6bfa7eec774057d20b8157e63b,Non-chronic,15150,35.33993399339934,0
MH572335,d0021ed78d505b2c13b32cb9b0515ba48cdb9fc8092e0037ea47ce2a39aecd31,Non-chronic,4148,57.11186113789778,0
LT993227,1ebd61a8f5c16855c41a8b33534cd55b128dd9024b582c43c06888a935296d36,Non-chronic,15727,35.20696890697526,0
MK765582,ec66f60d5faf327767ca999079425c11eab1c3586ea94044fc491136ef2e8055,Non-chronic,4374,46.18198445358939,0
DQ079900,fcf2f81ea8d63f5774cd8254ed6347376b3a59dfdcfec528c657300c3216ac85,Non-chronic,5577,46.27936166397705,0
MN988477,ca476a43f506e218fc0dc0cdfc1ee0d4bb90bd8ad51483a5387b125039a726ec,Non-chronic,6210,58.85668276972625,0
MH572427,b924a672ba54334b56840775bd574fb6a17c54aed687429eb766a072f810b72c,Non-chronic,4214,42.263882297104885,0
MK496822,2e379431a98f1a386fc96366d2b64af111bc2b928561f576112655fee9867514,Non-chronic,4323,42.2854499190377,0
KT264812,6e4e68977a8ee261fefc0deb7360a0822fc8cbdc111021cd6f7a462788e485f4,Non-chronic,4672,47.388698630136986,0
NC_004306,0a8e827c04340f103e8ce5c1e38b5b90811502ff18bd9de831d965d69692fd42,Chronic,6340,43.42271293375394,0
MN988551,fc8e410336e28d6f695d126ba640cf89621f5d1609e20dcc0b7a565bd7bd2702,Non-chronic,18277,50.66476992941949,0
MH572356,8d8ec561d0ee6497fd859d0caf692a25a1fabc2ee29d002f63a24e93ae305c10,Non-chronic,4504,54.84014209591474,0
MK249181,a4eafcd56a6344d1271f52fe8adc1030516924dbd54bd2dabbb9534b9b430b29,Non-chronic,4647,56.96148052506994,0
MK448623,c9677c040d83b42eee959ec85293ee95162cc348888d5bdfc3c26cc7daf289ad,Non-chronic,13616,39.20387779083431,0
HM753689,a6d2da53bb90c55f5a9ed2e14fceb992756587f03e50bc889adb88d7bab08bef,Non-chronic,5386,44.76420349053101,0
MH572299,5c2c4b7b76e6663f7f9ae6d27a0a7f09400cb68c3f90cf27be691ab715a6eaf8,Non-chronic,4221,39.327173655531865,0
MK801730,7703d53d61bf4f4ce1ee370072bd83a919871622d9219eddf7ac2f6a8ab42301,Non-chronic,17502,68.5978745286253,0
MK448469,49aa4a5077a1ab53deb0f941e42dfd19302a2c14ef7299df4b70ce45ce710ea3,Non-chronic,16184,32.45798319327731,0
MK448526,60ccaa57094536037acbce60ad2359d2aedb76e854ca3c74b66a0f01c90fee87,Non-chronic,16670,37.16856628674265,0
MT074440,4fc459a836f8fd7bf6813ad9a370ffc82c9b3175dcd04eafa816ca4891fc0228,Non-chronic,11578,39.825531179823805,0
KT264793,a66da72f9ebd9c69ac38e26a9a60a0f27517c75835a9c1e963300e1abdc9147d,Non-chronic,5830,45.24871355060034,0
NC_001628,142f9e6ba1aec535f9a7fed67f7e3a1e31b7d6b82a4447d3d705e0437f7a0849,Non-chronic,3588,54.20847268673356,0
MK448384,c9387ee710f7b9910892649e198d45ec6a60869b98fd04aa59082e3a81f17192,Non-chronic,15611,36.51912113253475,0
MK448429,8962e33a3d8f4b458aeec192aadc6ab84ac2af4a9d56630f926abaf4b4d70165,Non-chronic,15903,33.213859020310636,0
DQ079889,b0120cf7c8c567410a29507ed563c0a67c6f53b6f1e4f52ef58a3819614b185e,Non-chronic,5386,44.50427033048645,0
NC_001422,97038c7e1edea2297667d7f0426ba942b322c74cb30e072ec66ba47f9c0448d0,Non-chronic,5386,44.76420349053101,0
NC_027645,d26e65cc06943258b89404ebd5ca11a3ccc9eafe71cd8da09ae318d2697f8c3d,Non-chronic,4631,53.44418052256532,0
MN536023,1e15c3910c3852169c2bb165bd2cf6e77df79c1117b584e544715dd8708610da,Chronic,7180,42.54874651810585,0
HM753698,df26bf4eb1d5d2939c50ed4ad4b4ebd0ff9f00177246bafbe191586b63b38e00,Non-chronic,5387,44.75589381845183,0
NC_055003,01feb043b3404d5347b7bbd524d9504fbfa422d3388f420589bdbb33c9e516f2,Non-chronic,21458,36.20561096094696,0
,08721a37f7c92c60ca342bed910c36345862ede5c88cff07f29004221e6fb3df,Chronic,4006,29.855217174238643,0
MH572379,2ad035c7898a313724d757ef595122bc93e88fdac1d4641c932853a84eda342d,Non-chronic,3997,38.50387790843132,0
NC_049940,ca54fcaf8266dcca4a706ec1b1938a80fd3221428485640071ad8dd2739fcff7,Non-chronic,18415,33.098017920173774,0
MT889364,fabad48202f3929343406d3d3bc2e9cb6dac5ca479802d9c95f21f86952eedb0,Non-chronic,15193,64.25327453432502,0
NC_007046,f7d17e41099ec00ca9dc4fe2bbff57447f5f327770f36c612cdd1f8fe67841fa,Non-chronic,18199,29.28732347931205,0
MK448572,8ff1c5898c4d77f2c8e0b413938c699ab67a854bc328efa38771e92d3af97624,Non-chronic,9889,33.80523814339165,0
,f5ba21df121e0ad772e756a8b11a55d932e3aba31dfcda1f6c5ac984f58b9960,Chronic,3770,27.135278514588858,0
MN862340,f0b4e893f8b2e1c36c15ca906bde6330726ee88e1e7eca477b8cb290c1e15723,Non-chronic,4602,54.628422425032596,0
MN311493,8562f7289b1c324114e2c83fe405dd47460fb996687e0c3ab059eba64e0f14a4,Non-chronic,5286,39.00870223231177,0
MK629527,583ebe6fce8651649916fed8d0d0e28a35a6fc6b235bdb877ecdab0f7414f06d,Non-chronic,6090,44.44991789819376,0
MH572435,75f43fbb09ded15dc5d6adef3f3c24159e3408dd22595e422f2244dea98ef0db,Non-chronic,4572,40.113735783027124,0
MK249217,00a7ba698e126abfd8b6025bafd5d623510ccd148f3ca8ea2179d68b5b4630d3,Non-chronic,4401,46.307657350602135,0
HM753665,d2e3a017c200bdabe21190583b19bda34bfd48815a0f1f20f2511000672692eb,Non-chronic,5386,44.745636836242106,0
KX576642,be4e3fb797b65716913c44eb77812188574aadaab1d1f6a8f9cd7dc61136bc8a,Non-chronic,15556,60.111853947030085,0
MK448607,9224e8a6e87dc15ebeb3c9eacc110c06cd0d95886309cfddcf3138920dee2965,Non-chronic,14853,38.302026526627614,0
MT024870,93a9a753dd41df0a8da3f70a344d8ec32aec48cc48334d29f44bfc163f1b4846,Non-chronic,15369,64.76023163510963,0
FJ483840,c02bf583114f3ad9f6f2b3e5fa0a5dd2e75ec0d7ae4264910e8b56bd2818578e,Non-chronic,4218,47.86628733997155,0
MK757448,d4615850831a544b06b16ce3145a9b1bed402147ec228a9eec186c52cb03970b,Non-chronic,15675,63.578947368421055,0
CP017895,499e05d258b1a888d636a7d828bbeea5a27a018fa03ba163c11905a216f96f9d,Chronic,7079,46.136459951970615,0
MH319746,2f850d7df8298747aa09bca6788141cfb9df1d37161b45deef6004b95d892ec1,Non-chronic,14292,36.81080324657151,0
MH931003,c8fff824daef3e022947eff54aa3da60c1cf25376ecc117bf3f9e13d4c9ff7df,Non-chronic,4898,46.978358513679055,0
FJ483841,a58a18ea8b43fb640c3a2c1a2c676236f32a5fd81906937d20c6f6d47d2f5079,Non-chronic,4221,46.979388770433545,0
LT986678,3586487dd55daedba5e9e562139c0b446680abddbaa80a067964f9be056d7c7f,Non-chronic,5752,40.42072322670376,0
KU708005,b758e3b2bb7d999a2ae90d731636b701c32553c88f9be3ad21182441c853426b,Non-chronic,16812,58.90435403283369,0
MK496690,7c2815ded4a01fdce6eee8b99c6efa7cc8a427bc57c0b0ff561a42ddb5d7aa35,Non-chronic,6036,39.761431411530815,0
MN266305,cfff47c9cc7fd8a9e574d331f949c10d0812a10a07e0f94f60daceae6a3766f0,Non-chronic,5386,44.8384701076866,0
MK448621,4fff7a0b18239bec56de5a28ab432e3ac30c2234a4ced210d7b00bd2bc5e0bbe,Non-chronic,12065,37.0907583920431,0
MK249203,78c0a6e2303d776e434b23e5822cba20cf08616b0c0011f9e18f4d65c86e4015,Non-chronic,4529,54.66990505630382,0
MH834628,65ee60d85f3e8efd9be7b82dfbe3e185ef9add67b2bf90a1926fc5256bf8de5c,Non-chronic,14927,58.042473370402625,0
MK765664,80094540c528a2e3c08c50dad57387cae86a419c6e07f17f6b1e7ce35e4d2988,Non-chronic,5998,42.18072690896965,0
NC_028651,101ae0777daa3fd8a84d52653b127f5b2aa59cc87b85c87964a34f3c11d2ac6d,Non-chronic,19351,38.184073174512946,0
MK765643,d234c9e3c6457fcd6c0c6366d53e1eec2432d3c5279c6e8a559fe1217602b78b,Non-chronic,4337,48.697256167857965,0
MK765607,52f7d283e5b9fa39967a67244d52388a1aef1a2a577e9194e1d8c77bf486b6fe,Non-chronic,5895,41.42493638676845,0
MK448389,8a2c2c354049c7962918c23b7a7c7b659ef5d2fedcb8a75da6dd1e531e06a946,Non-chronic,11613,36.88108154654267,0
MH572372,4bb55e4bacafa1fa5436fb9318d485f8c6b1e91e72f5c9d552b66272f8efe95a,Non-chronic,4305,39.117305458768875,0
MK249133,79cc92ff31b5e1f5ddf14a2cea7cc18a0b50ec5a0523345ee71851b29c44e29e,Non-chronic,4379,43.5487554236127,0
MH572369,91e77c45144e9a352054cdddbc05853b5921ca6476b25826034c14133c57ceb8,Non-chronic,4518,34.108012394864986,0
MN586010,d4bc94116967bf7fa2b22df77052f9047dbe00461586831f70ac0ac40bec2dfc,Non-chronic,17116,68.8478616499182,0
NC_040350,170101c54b4786bd59cf4bccd0ab9baadb397f8a905a95438fa3e712351ef76c,Non-chronic,5497,38.038930325632165,0
MH992186,87af17b5d619a3730959f1b33458230448076d8c1e40a1da73b01cccc51c816e,Non-chronic,4708,42.39592183517417,0
MK496700,a724a0a5d668f1c838b5d24a2004ded03aefa0ad6075d473d2cdf11efba5e04d,Non-chronic,5680,30.774647887323944,0
MH572395,8d54b84953c37eea2b0303a60f599b47db28cae06005b6d63ad6958d71e0c1e9,Non-chronic,4163,52.82248378573144,0
MK765657,4ec46a7178775918cfff021016b9aeae2ec748e6696a71b22bac42a8c01a28ed,Non-chronic,5975,42.22594142259414,0
,0baf9187483341b7fa961a4dff1ebb514b4f194ed82e51a99fc414d60e04ea4f,Chronic,5521,37.511320412968665,0
MN988550,84ba77878ef356cea34928dee53c48abdfe7c8063e9b51c12cb26e01af818d44,Non-chronic,4781,56.07613469985359,0
EF380018,fc12fd059ee3e9dad0f3de48f6d4090e8c550db0fd6fec6ce4da2f0488647a17,Non-chronic,5386,44.1515038989974,0
MK448407,e827d83a2bf009fa10d3393877e4663f5a45e7c9a42cf87109220e4c2cc4c5a8,Non-chronic,11176,34.52934860415176,0
,c847afc96583ed0cf653a53522c5d6c9bf26c80b19bf30241cf54a290e2d7964,Chronic,6133,42.980596771563675,0
MK765653,6a404e4db2d987481aab68a302185332292b01efff5de6115c370e5bf0913b69,Non-chronic,4597,35.784207091581465,0
NC_001420,f9e79f8333f48af62bea8b5e8ca4f6247c7159404ae7a46bb85675ecffe5062b,Non-chronic,5577,45.687645687645684,0
MK249163,13b75910115d8ec1982153866a54d142ae74046efffd171fd2df018fffc78fdb,Non-chronic,4774,46.229576874738164,0
NC_008574,85af3dae1023fd2704ff69d0c871781128f04a358a8c5597e42f19f790e37ec5,Chronic,9004,59.9511328298534,0
,5ee824c5e0ea006fe9b2c0e17ce754a996242474c6584488c3c856051873d3c5,Chronic,3875,26.993548387096773,0
MK765623,e4052dcc1b5ac5115503e10d23a5a02d2579850621a1e6589b51b70502f0ee4e,Non-chronic,6549,56.22232401893419,0
NC_018083,0bbfcf73182ab76f3f033d03704cdf2b46f4ceb25ff3a0a4ec91e02feab5abde,Non-chronic,17972,34.48697974627198,0
MN379630,4c173024e29292bf38d42f274a052439f435846c5e1a754cee8a11bb43d1c704,Non-chronic,5765,51.62185602775369,0
NC_055005,9473fb1f4ca3949ae5ae64e57dafcbb82635388d5b5f4b87d712d7519a6a4df7,Non-chronic,21834,36.076761014930845,0
KT264807,804da68e94ec1fa434a3b5683ca736d93bf19719cb5b1b97358defb55670e3ee,Non-chronic,4957,37.38148073431511,0
MH327490,f4c74e60e8d416498ce7c6754422fdf6dbcb757ac36fb42b0c25ddf2da66b814,Non-chronic,16365,31.738466238924534,0
MK496795,bd7458f42c63f34074e9272e7c5dad7d9571c0a71f908cc28a58d82a4eb87042,Non-chronic,5225,36.803827751196174,0
KT264819,4fd9d1926e0fc96d36f27a64ae55d19fe1c2af31deff4ee4890af39f9410790d,Non-chronic,4913,44.2092407897415,0
,54b30ad08e674252b68336ea60d13a066be56a860aa2ff561af5c5fda8e20bcf,Chronic,3870,41.111111111111114,0
KT264772,7e48614f155cf400d8a697ebb5108ede328d97685d9d56e65e6b94801922fb8c,Non-chronic,5147,38.29415193316495,0
MN862347,92b4ad6b6b7eb1eca4218c40a946f701187e9d2e5cd05801d6b0ccdf8c5859c3,Non-chronic,5378,38.267013759761994,0
MK448937,314ae39d1b718a07eea99b2f272b2198086883f699261a52b67ad38cbbdd5388,Non-chronic,13056,38.72549019607843,0
MK448382,0dbf2f007679d0337b53b654cb7ed039e1ea7aec664fb49ebbc73fbceb955476,Non-chronic,6450,33.5968992248062,0
,3bc23b90f0704f6f4eb2eef0e3235795f51204fd929ccdd347b2c6476b4d435e,Chronic,4318,39.16164891153312,0
MK448562,24a234d39809401bb8560c9e2ce4887c5965012a019bfe11b5d0aa0f89b49feb,Non-chronic,7682,37.45118458734704,0
MK249230,7ee8ea44403396c242019fcea304430538b092e9d42b17d57f109a10c84435c7,Non-chronic,4302,49.55834495583449,0
KP087947,b82e4646e86f7c6d27ea55affc7f7e4fed234f896faf0013732884ff025b56ae,Non-chronic,5713,46.98057062839139,0
KP087944,0ec6083215d0c51e65933fab32a59149ea5b93ae6b1f728879a07a3e340aab55,Non-chronic,4514,41.116526362428004,0
KT264775,8ca4739b1a3e96b3c2c0ab09247bb8046ace3aa6868e0585fbd27e2453d26280,Non-chronic,4710,39.00212314225053,0
MK249224,c0d3910b8da98f3c0c4a93dd7eefd5cda2b4d1bafff0918b94b0183cd2ffa91f,Non-chronic,4293,46.401118099231304,0
AF299310,38d984e0f921eeb46129d553782c1bb3bc1242cf13d76fdb1e309142f9246dbe,Non-chronic,5359,44.504571748460535,0
MG883715,b2497d476adca658fe3f07e50eb2158f5822c894459ae8b5bdeae37d75eba878,Non-chronic,4942,40.42897612302711,0
,ba52bd3080b3f813ce2eb4ef5baabe4b04ce1cf2d85a85e33582b7c9e5d80917,Chronic,5007,43.03974435789894,0
KT264796,42ff7c818fc9c1e054ddbff4d230a17f754d8345c1b86eb253faedb4457d04e9,Non-chronic,5417,46.649436957725676,0
MK496794,2de05004079e81c141a94dbae83831ec228bf2cf7f8335bcc1275be1312d173a,Non-chronic,5232,31.479357798165136,0
MK765590,54e9c48cf1f006e5824716ab30d60a320c56e19f30d31ca01455b381f4cc88ac,Non-chronic,6154,36.009099772505685,0
MK448435,7d7ff07142314dd0336ca922e8ac6e9fd1cba81f7ed50541fb36f3814c91bdfe,Non-chronic,14024,39.018824871648604,0
MH834607,53d4f9e601402d1a2d4080adc6b12c0236d4d018ed975236e7504f529555a91a,Non-chronic,15771,67.57973495656584,0
MK765581,8260051536ad1fca6cf9fd4ca4b9170a3787cb79f47283471da1dc402ccb2fac,Non-chronic,4389,37.63955342902711,0
,a4236f8ce4ccf0c70435fc40c9941b04919a365ecbd7d69d4f5910dad25864bf,Chronic,5694,50.33368458025992,0
MH572487,f1431b8d2eec778b4b722736d14d875036e2b5cca190e5e6bf6556370cf8a027,Non-chronic,4521,49.50232249502322,0
KX513873,837746891f817bcfb4bd8a355b374a23170386bcf1a48814e26d57b6a0bdd5f2,Non-chronic,5631,50.34629728289824,0
MK765569,3c160820695dbe1d4dab85d4e8456126aac0a3a167ae7b821ccdbe8103b9348c,Non-chronic,5409,41.89314106119431,0
NC_021793,4fd91bec16f2a85293f750e6874ba3a5283094b573bf9cef1e0eac68adc792cf,Non-chronic,11703,28.71058702896693,0
MH572453,199a450b952497e46b3f5ca5f125bb64ec95c7b59164733542537d29a76a44ac,Non-chronic,4249,39.30336549776418,0
NC_027634,30ff64d7ed3bd756bd91b5c34096958771c1c33e9230876d3b44052a00040beb,Non-chronic,4451,42.372500561671536,0
KT264828,79f819fc5518f3986968c4309c14c6019429466c4ae96962058afac39e08ce46,Non-chronic,5060,42.33201581027668,0
MH572511,dd2286fedd5e0d9427dbefcbaf3b73276336dd96c74ac01942f0e3285d1903e6,Non-chronic,4189,52.90045356887085,0
NC_054999,06e8b66c736158c6c5942ee585d90490070353b4cd4797ed43674e632f184e9e,Non-chronic,21710,36.03869184707508,0
MH572458,408afd73adf07bf1bafc6f276278e09f75615713622e8aa774873544f9bef1b7,Non-chronic,4299,52.59362642474994,0
MH572442,d126fe77e8bc0e0e9a9ebd5b5c1eb56d97a27f2f056931804a99d197ac4dcacf,Non-chronic,4248,48.98775894538606,0
EF380017,a96fc1305366deafdc1eb054d3293b934b9afb52d7e8b5080a7b2f6ad34e8193,Non-chronic,5386,44.33717044188637,0
NC_007820,85c536396038f363e9954fd422b71ac06de0aea5d3b502745b6f10a165f8bdae,Non-chronic,6039,44.72594800463653,0
MK448481,d8937f041a49c4dfe30b50c80b218285ebe6eb8e8bca8dc13b0bc6581c9c3a88,Non-chronic,13211,31.996063886155476,0
MH992223,999e7a94dc84906c28259097b5b4e5dc6aee030e485651a9e3017c8448da0c94,Non-chronic,4117,60.06801068739373,0
MH992155,de81334c6cb8387d4285e14e42113e5c06fd656db904d9be36e251eada6ac1fc,Non-chronic,4557,43.954355935922756,0
MH572288,b5a2e683aef883e62f5904cf510e843651b7567de72ccb59fd02444dd7a4f018,Non-chronic,4308,36.14206128133705,0
